dataset_id,year,publisher,group_title,frequency_of_update,data_format,language,resource_count
1,2014,消費者庁,行財政,1,HTML,日本語,59
1,2014,消費者庁,行財政,1,PDF,日本語,4
1,2014,消費者庁,行財政,1,PDF,英語,1
2,2014,消費者庁,行財政,1,PDF,日本語,6
2,2014,消費者庁,行財政,1,HTML,日本語,3
3,2014,消費者庁,行財政,1,PDF,日本語,6
4,2014,消費者庁,行財政,1,PDF,日本語,4
5,2014,消費者庁,行財政,0,PDF,日本語,7
6,2014,消費者庁,行財政,0,PDF,日本語,4
7,2014,消費者庁,行財政,0,PDF,日本語,1
8,2014,消費者庁,行財政,0,PDF,日本語,25
8,2014,消費者庁,行財政,0,HTML,日本語,2
9,2014,消費者庁,行財政,0,PDF,日本語,30
9,2014,消費者庁,行財政,0,HTML,日本語,2
10,2014,消費者庁,行財政,0,PDF,日本語,72
10,2014,消費者庁,行財政,0,HTML,日本語,3
11,2014,消費者庁,行財政,0,HTML,日本語,2
11,2014,消費者庁,行財政,0,PDF,日本語,55
12,2014,消費者庁,行財政,1,PDF,日本語,3
12,2014,消費者庁,行財政,1,HTML,日本語,1
13,2014,消費者庁,行財政,1,HTML,日本語,1
13,2014,消費者庁,行財政,1,PDF,日本語,1
14,2014,消費者庁,行財政,4,HTML,日本語,1
14,2014,消費者庁,行財政,4,PDF,日本語,8
15,2014,消費者庁,行財政,4,PDF,日本語,4
15,2014,消費者庁,行財政,4,HTML,日本語,1
16,2014,消費者庁,行財政,4,HTML,日本語,1
16,2014,消費者庁,行財政,4,PDF,日本語,4
17,2014,消費者庁,行財政,1,PDF,日本語,1
18,2014,消費者庁,行財政,4,PDF,日本語,4
18,2014,消費者庁,行財政,4,HTML,日本語,1
19,2014,消費者庁,行財政,4,HTML,日本語,1
19,2014,消費者庁,行財政,4,PDF,日本語,4
20,2014,消費者庁,行財政,4,HTML,日本語,1
20,2014,消費者庁,行財政,4,PDF,日本語,3
21,2014,消費者庁,行財政,4,PDF,日本語,3
21,2014,消費者庁,行財政,4,HTML,日本語,1
22,2014,消費者庁,行財政,4,PDF,日本語,2
22,2014,消費者庁,行財政,4,HTML,日本語,1
23,2014,消費者庁,行財政,4,HTML,日本語,1
23,2014,消費者庁,行財政,4,PDF,日本語,4
24,2014,消費者庁,行財政,4,HTML,日本語,1
24,2014,消費者庁,行財政,4,PDF,日本語,3
25,2014,消費者庁,行財政,4,PDF,日本語,4
25,2014,消費者庁,行財政,4,HTML,日本語,1
26,2014,消費者庁,行財政,4,PDF,日本語,2
26,2014,消費者庁,行財政,4,HTML,日本語,1
27,2014,消費者庁,行財政,4,PDF,日本語,3
27,2014,消費者庁,行財政,4,HTML,日本語,1
28,2014,消費者庁,行財政,4,HTML,日本語,1
28,2014,消費者庁,行財政,4,PDF,日本語,4
29,2014,消費者庁,行財政,4,HTML,日本語,1
29,2014,消費者庁,行財政,4,PDF,日本語,4
30,2014,消費者庁,行財政,4,HTML,日本語,1
30,2014,消費者庁,行財政,4,PDF,日本語,2
31,2014,消費者庁,行財政,0,PDF,日本語,9
32,2014,消費者庁,行財政,0,PDF,日本語,8
33,2014,消費者庁,行財政,0,PDF,日本語,9
33,2014,消費者庁,行財政,0,HTML,日本語,2
34,2014,消費者庁,行財政,0,PDF,日本語,7
35,2014,消費者庁,行財政,1,PDF,日本語,2
36,2014,消費者庁,行財政,1,PDF,日本語,1
37,2014,消費者庁,行財政,1,PDF,日本語,1
38,2014,消費者庁,行財政,0,PDF,日本語,2
39,2014,消費者庁,行財政,0,PDF,日本語,2
40,2014,消費者庁,行財政,0,PDF,日本語,6
41,2014,消費者庁,行財政,0,PDF,日本語,2
42,2014,消費者庁,行財政,0,PDF,日本語,2
43,2014,消費者庁,行財政,1,HTML,日本語,285
43,2014,消費者庁,行財政,1,PDF,日本語,2
44,2014,消費者庁,行財政,1,PDF,日本語,2
44,2014,消費者庁,行財政,1,HTML,日本語,399
45,2014,消費者庁,行財政,0,PDF,日本語,2
46,2014,消費者庁,行財政,0,XLS,日本語,26
46,2014,消費者庁,行財政,0,PDF,日本語,5
46,2014,消費者庁,行財政,0,HTML,日本語,1
47,2014,消費者庁,行財政,1,HTML,日本語,1
47,2014,消費者庁,行財政,1,XLS,日本語,1
48,2014,消費者庁,行財政,1,XLS,日本語,1
49,2014,消費者庁,行財政,1,XLS,日本語,2
50,2014,消費者庁,行財政,0,PDF,日本語,6
51,2014,消費者庁,行財政,1,PDF,日本語,2
52,2014,消費者庁,行財政,0,PDF,日本語,2
53,2014,消費者庁,行財政,1,HTML,日本語,1
53,2014,消費者庁,行財政,1,XLS,日本語,1
54,2014,内閣府,企業・家計・経済,1,HTML,日本語,2
55,2014,内閣府,企業・家計・経済,1,PDF,日本語,92
55,2014,内閣府,企業・家計・経済,1,HTML,日本語,2
56,2014,内閣府,企業・家計・経済,1,HTML,日本語,63
56,2014,内閣府,企業・家計・経済,1,PDF,日本語,85
57,2014,内閣府,企業・家計・経済,1,HTML,日本語,66
57,2014,内閣府,企業・家計・経済,1,PDF,日本語,66
58,2014,内閣府,企業・家計・経済,1,HTML,日本語,67
58,2014,内閣府,企業・家計・経済,1,PDF,日本語,73
59,2014,内閣府,企業・家計・経済,1,PDF,日本語,41
59,2014,内閣府,企業・家計・経済,1,HTML,日本語,66
60,2014,内閣府,企業・家計・経済,1,PDF,日本語,34
60,2014,内閣府,企業・家計・経済,1,HTML,日本語,67
61,2014,内閣府,企業・家計・経済,1,PDF,日本語,34
61,2014,内閣府,企業・家計・経済,1,HTML,日本語,80
62,2014,内閣府,企業・家計・経済,1,HTML,日本語,62
62,2014,内閣府,企業・家計・経済,1,PDF,日本語,28
63,2014,内閣府,企業・家計・経済,1,HTML,日本語,61
63,2014,内閣府,企業・家計・経済,1,PDF,日本語,29
64,2014,内閣府,企業・家計・経済,1,PDF,日本語,26
64,2014,内閣府,企業・家計・経済,1,HTML,日本語,53
65,2014,内閣府,企業・家計・経済,1,HTML,日本語,62
65,2014,内閣府,企業・家計・経済,1,PDF,日本語,21
66,2014,内閣府,企業・家計・経済,1,PDF,日本語,31
66,2014,内閣府,企業・家計・経済,1,HTML,日本語,50
67,2014,内閣府,企業・家計・経済,1,PDF,日本語,17
67,2014,内閣府,企業・家計・経済,1,HTML,日本語,51
68,2014,内閣府,企業・家計・経済,1,HTML,日本語,35
69,2014,内閣府,企業・家計・経済,1,HTML,日本語,54
70,2014,内閣府,企業・家計・経済,1,HTML,日本語,239
71,2014,内閣府,企業・家計・経済,1,HTML,日本語,150
72,2014,内閣府,企業・家計・経済,1,HTML,日本語,99
73,2014,内閣府,企業・家計・経済,1,HTML,日本語,115
74,2014,内閣府,企業・家計・経済,1,HTML,日本語,73
75,2014,内閣府,企業・家計・経済,1,HTML,日本語,84
76,2014,内閣府,企業・家計・経済,1,HTML,日本語,102
77,2014,内閣府,企業・家計・経済,1,HTML,日本語,97
78,2014,内閣府,企業・家計・経済,1,HTML,日本語,76
79,2014,内閣府,企業・家計・経済,1,HTML,日本語,88
80,2014,内閣府,企業・家計・経済,1,HTML,日本語,71
81,2014,内閣府,企業・家計・経済,1,HTML,日本語,100
82,2014,内閣府,企業・家計・経済,1,HTML,日本語,67
83,2014,内閣府,企業・家計・経済,1,HTML,日本語,79
84,2014,内閣府,企業・家計・経済,1,HTML,日本語,86
85,2014,内閣府,企業・家計・経済,1,HTML,日本語,161
86,2014,内閣府,企業・家計・経済,1,HTML,日本語,213
87,2014,内閣府,企業・家計・経済,1,HTML,日本語,205
88,2014,内閣府,企業・家計・経済,1,HTML,日本語,278
89,2014,内閣府,企業・家計・経済,1,HTML,日本語,276
90,2014,内閣府,企業・家計・経済,1,HTML,日本語,243
91,2014,内閣府,企業・家計・経済,1,HTML,日本語,172
92,2014,内閣府,企業・家計・経済,1,HTML,日本語,120
93,2014,内閣府,企業・家計・経済,1,HTML,日本語,93
94,2014,内閣府,企業・家計・経済,1,HTML,日本語,146
95,2014,内閣府,企業・家計・経済,1,HTML,日本語,177
96,2014,内閣府,企業・家計・経済,1,HTML,日本語,173
97,2014,内閣府,企業・家計・経済,1,HTML,日本語,192
98,2014,内閣府,企業・家計・経済,1,HTML,日本語,145
99,2014,内閣府,企業・家計・経済,1,HTML,日本語,132
100,2014,内閣府,企業・家計・経済,1,HTML,日本語,107
101,2014,内閣府,企業・家計・経済,1,HTML,日本語,59
102,2014,内閣府,企業・家計・経済,1,HTML,日本語,50
103,2014,内閣府,企業・家計・経済,1,HTML,日本語,31
104,2014,内閣府,企業・家計・経済,1,HTML,日本語,74
105,2014,内閣府,企業・家計・経済,1,HTML,日本語,85
106,2014,内閣府,企業・家計・経済,1,HTML,日本語,89
107,2014,内閣府,企業・家計・経済,1,HTML,日本語,79
108,2014,内閣府,企業・家計・経済,1,HTML,日本語,90
109,2014,内閣府,企業・家計・経済,1,HTML,日本語,71
110,2014,内閣府,企業・家計・経済,1,HTML,日本語,71
111,2014,内閣府,企業・家計・経済,1,HTML,日本語,66
112,2014,内閣府,企業・家計・経済,1,HTML,日本語,65
113,2014,内閣府,企業・家計・経済,1,HTML,日本語,79
114,2014,内閣府,企業・家計・経済,1,HTML,日本語,78
115,2014,内閣府,企業・家計・経済,1,PDF,日本語,9
116,2014,内閣府,企業・家計・経済,1,PDF,日本語,9
117,2014,内閣府,企業・家計・経済,1,PDF,日本語,5
118,2014,内閣府,企業・家計・経済,1,PDF,日本語,8
119,2014,内閣府,企業・家計・経済,1,PDF,日本語,3
120,2014,内閣府,企業・家計・経済,1,PDF,日本語,3
121,2014,内閣府,企業・家計・経済,1,PDF,日本語,3
122,2014,内閣府,企業・家計・経済,1,PDF,日本語,3
123,2014,内閣府,企業・家計・経済,1,PDF,日本語,3
124,2014,内閣府,企業・家計・経済,1,PDF,日本語,3
125,2014,内閣府,企業・家計・経済,1,PDF,日本語,3
126,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
127,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
128,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
129,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
130,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
131,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
132,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
133,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
134,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
135,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
136,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
137,2014,内閣府,企業・家計・経済,1,HTML,日本語,3
138,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
139,2014,内閣府,企業・家計・経済,1,PDF,日本語,15
139,2014,内閣府,企業・家計・経済,1,HTML,日本語,56
140,2014,内閣府,企業・家計・経済,1,HTML,日本語,26
140,2014,内閣府,企業・家計・経済,1,PDF,日本語,21
141,2014,内閣府,企業・家計・経済,1,PDF,日本語,15
141,2014,内閣府,企業・家計・経済,1,HTML,日本語,29
142,2014,内閣府,企業・家計・経済,1,PDF,日本語,15
142,2014,内閣府,企業・家計・経済,1,HTML,日本語,27
143,2014,内閣府,企業・家計・経済,1,PDF,日本語,16
143,2014,内閣府,企業・家計・経済,1,HTML,日本語,26
144,2014,内閣府,企業・家計・経済,1,HTML,日本語,30
144,2014,内閣府,企業・家計・経済,1,PDF,日本語,17
145,2014,内閣府,企業・家計・経済,1,HTML,日本語,135
145,2014,内閣府,企業・家計・経済,1,PDF,日本語,9
146,2014,内閣府,企業・家計・経済,1,HTML,日本語,137
146,2014,内閣府,企業・家計・経済,1,PDF,日本語,13
147,2014,内閣府,企業・家計・経済,1,HTML,日本語,79
147,2014,内閣府,企業・家計・経済,1,PDF,日本語,10
148,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
149,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
150,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
151,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
152,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
153,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
154,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
155,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
156,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
157,2014,内閣府,企業・家計・経済,1,PDF,日本語,3
157,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
158,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
158,2014,内閣府,企業・家計・経済,1,gif,日本語,41
159,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
160,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
161,2014,内閣府,企業・家計・経済,1,PDF,日本語,2
161,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
161,2014,内閣府,企業・家計・経済,1,XLS,日本語,1
162,2014,内閣府,企業・家計・経済,1,PDF,日本語,9
162,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
163,2014,内閣府,企業・家計・経済,1,PDF,日本語,12
163,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
164,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
164,2014,内閣府,企業・家計・経済,1,PDF,日本語,10
165,2014,内閣府,企業・家計・経済,1,PDF,日本語,12
165,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
166,2014,内閣府,企業・家計・経済,1,PDF,日本語,13
166,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
167,2014,内閣府,企業・家計・経済,2,HTML,日本語,3
168,2014,内閣府,企業・家計・経済,2,HTML,日本語,3
169,2014,内閣府,企業・家計・経済,2,HTML,日本語,2
169,2014,内閣府,企業・家計・経済,2,PDF,日本語,20
170,2014,内閣府,企業・家計・経済,2,PDF,日本語,29
170,2014,内閣府,企業・家計・経済,2,HTML,日本語,32
171,2014,内閣府,企業・家計・経済,2,HTML,日本語,34
171,2014,内閣府,企業・家計・経済,2,PDF,日本語,18
172,2014,内閣府,企業・家計・経済,2,HTML,日本語,42
172,2014,内閣府,企業・家計・経済,2,PDF,日本語,29
173,2014,内閣府,企業・家計・経済,2,PDF,日本語,30
173,2014,内閣府,企業・家計・経済,2,HTML,日本語,58
174,2014,内閣府,企業・家計・経済,2,HTML,日本語,62
174,2014,内閣府,企業・家計・経済,2,PDF,日本語,19
175,2014,内閣府,企業・家計・経済,2,HTML,日本語,66
175,2014,内閣府,企業・家計・経済,2,PDF,日本語,25
176,2014,内閣府,企業・家計・経済,2,HTML,日本語,74
176,2014,内閣府,企業・家計・経済,2,PDF,日本語,27
177,2014,内閣府,企業・家計・経済,2,PDF,日本語,24
177,2014,内閣府,企業・家計・経済,2,HTML,日本語,66
178,2014,内閣府,企業・家計・経済,2,PDF,日本語,37
178,2014,内閣府,企業・家計・経済,2,HTML,日本語,67
179,2014,内閣府,企業・家計・経済,2,PDF,日本語,40
179,2014,内閣府,企業・家計・経済,2,HTML,日本語,83
180,2014,内閣府,企業・家計・経済,2,HTML,日本語,67
180,2014,内閣府,企業・家計・経済,2,PDF,日本語,30
181,2014,内閣府,企業・家計・経済,2,HTML,日本語,63
181,2014,内閣府,企業・家計・経済,2,PDF,日本語,29
182,2014,内閣府,企業・家計・経済,2,PDF,日本語,30
182,2014,内閣府,企業・家計・経済,2,HTML,日本語,65
183,2014,内閣府,企業・家計・経済,2,HTML,日本語,40
183,2014,内閣府,企業・家計・経済,2,PDF,日本語,30
184,2014,内閣府,企業・家計・経済,2,HTML,日本語,53
184,2014,内閣府,企業・家計・経済,2,PDF,日本語,33
185,2014,内閣府,企業・家計・経済,2,HTML,日本語,60
185,2014,内閣府,企業・家計・経済,2,PDF,日本語,37
186,2014,内閣府,企業・家計・経済,2,PDF,日本語,34
186,2014,内閣府,企業・家計・経済,2,HTML,日本語,48
187,2014,内閣府,企業・家計・経済,2,HTML,日本語,48
187,2014,内閣府,企業・家計・経済,2,PDF,日本語,36
188,2014,内閣府,企業・家計・経済,2,HTML,日本語,47
188,2014,内閣府,企業・家計・経済,2,PDF,日本語,34
189,2014,内閣府,企業・家計・経済,2,HTML,日本語,45
189,2014,内閣府,企業・家計・経済,2,PDF,日本語,33
190,2014,内閣府,企業・家計・経済,2,HTML,日本語,50
190,2014,内閣府,企業・家計・経済,2,PDF,日本語,42
191,2014,内閣府,企業・家計・経済,2,PDF,日本語,29
191,2014,内閣府,企業・家計・経済,2,HTML,日本語,42
192,2014,内閣府,企業・家計・経済,2,PDF,日本語,2
193,2014,内閣府,企業・家計・経済,2,PDF,日本語,3
194,2014,内閣府,企業・家計・経済,2,PDF,日本語,3
195,2014,内閣府,企業・家計・経済,2,PDF,日本語,4
196,2014,内閣府,企業・家計・経済,2,PDF,日本語,4
197,2014,内閣府,企業・家計・経済,2,PDF,日本語,4
198,2014,内閣府,企業・家計・経済,2,PDF,日本語,6
199,2014,内閣府,企業・家計・経済,2,PDF,日本語,4
200,2014,内閣府,企業・家計・経済,2,PDF,日本語,3
201,2014,内閣府,企業・家計・経済,2,PDF,日本語,4
202,2014,内閣府,企業・家計・経済,2,PDF,日本語,4
203,2014,内閣府,企業・家計・経済,2,PDF,日本語,2
204,2014,内閣府,企業・家計・経済,2,PDF,日本語,3
205,2014,内閣府,企業・家計・経済,2,PDF,日本語,3
206,2014,内閣府,企業・家計・経済,2,PDF,日本語,2
207,2014,内閣府,企業・家計・経済,2,PDF,日本語,2
208,2014,内閣府,企業・家計・経済,2,PDF,日本語,2
209,2014,内閣府,企業・家計・経済,2,PDF,日本語,2
210,2014,内閣府,企業・家計・経済,2,PDF,日本語,1
211,2014,内閣府,企業・家計・経済,2,PDF,日本語,1
212,2014,内閣府,企業・家計・経済,2,PDF,日本語,1
213,2014,内閣府,企業・家計・経済,2,PDF,日本語,1
214,2014,内閣府,企業・家計・経済,2,PDF,日本語,1
215,2014,内閣府,企業・家計・経済,2,PDF,日本語,1
216,2014,内閣府,企業・家計・経済,2,PDF,日本語,1
217,2014,内閣府,企業・家計・経済,1,HTML,日本語,48
218,2014,内閣府,企業・家計・経済,1,HTML,日本語,68
219,2014,内閣府,企業・家計・経済,1,HTML,日本語,60
220,2014,内閣府,企業・家計・経済,1,HTML,日本語,43
221,2014,内閣府,企業・家計・経済,1,HTML,日本語,66
222,2014,内閣府,企業・家計・経済,1,HTML,日本語,41
223,2014,内閣府,企業・家計・経済,1,HTML,日本語,55
224,2014,内閣府,企業・家計・経済,1,HTML,日本語,72
225,2014,内閣府,企業・家計・経済,1,HTML,日本語,82
226,2014,内閣府,企業・家計・経済,1,HTML,日本語,202
227,2014,内閣府,企業・家計・経済,1,HTML,日本語,166
228,2014,内閣府,企業・家計・経済,1,HTML,日本語,156
229,2014,内閣府,企業・家計・経済,1,HTML,日本語,141
230,2014,内閣府,企業・家計・経済,1,HTML,日本語,93
231,2014,内閣府,企業・家計・経済,1,HTML,日本語,76
232,2014,内閣府,企業・家計・経済,1,HTML,日本語,46
233,2014,内閣府,企業・家計・経済,1,HTML,日本語,88
234,2014,内閣府,企業・家計・経済,1,HTML,日本語,68
235,2014,内閣府,企業・家計・経済,1,HTML,日本語,121
236,2014,内閣府,企業・家計・経済,1,HTML,日本語,108
237,2014,内閣府,企業・家計・経済,1,HTML,日本語,88
238,2014,内閣府,企業・家計・経済,1,HTML,日本語,63
239,2014,内閣府,企業・家計・経済,1,HTML,日本語,103
240,2014,内閣府,企業・家計・経済,1,HTML,日本語,69
241,2014,内閣府,企業・家計・経済,1,HTML,日本語,119
242,2014,内閣府,企業・家計・経済,1,HTML,日本語,53
243,2014,内閣府,企業・家計・経済,1,HTML,日本語,42
244,2014,内閣府,企業・家計・経済,1,HTML,日本語,25
245,2014,内閣府,企業・家計・経済,1,HTML,日本語,59
246,2014,内閣府,企業・家計・経済,1,HTML,日本語,152
247,2014,内閣府,企業・家計・経済,1,HTML,日本語,38
248,2014,内閣府,企業・家計・経済,1,HTML,日本語,32
249,2014,内閣府,企業・家計・経済,1,HTML,日本語,19
250,2014,内閣府,企業・家計・経済,1,HTML,日本語,42
251,2014,内閣府,企業・家計・経済,1,HTML,日本語,72
252,2014,内閣府,企業・家計・経済,1,HTML,日本語,26
253,2014,内閣府,企業・家計・経済,1,HTML,日本語,47
254,2014,内閣府,企業・家計・経済,1,HTML,日本語,123
255,2014,内閣府,企業・家計・経済,1,HTML,日本語,44
256,2014,内閣府,企業・家計・経済,1,HTML,日本語,85
257,2014,内閣府,企業・家計・経済,1,HTML,日本語,115
258,2014,内閣府,企業・家計・経済,1,HTML,日本語,139
259,2014,内閣府,企業・家計・経済,1,HTML,日本語,66
260,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
261,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
262,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
263,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
264,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
265,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
266,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
267,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
268,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
269,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
270,2014,内閣府,企業・家計・経済,1,HTML,日本語,3
271,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
272,2014,内閣府,企業・家計・経済,1,PDF,日本語,35
272,2014,内閣府,企業・家計・経済,1,HTML,日本語,31
273,2014,内閣府,企業・家計・経済,1,HTML,日本語,34
273,2014,内閣府,企業・家計・経済,1,PDF,日本語,46
274,2014,内閣府,企業・家計・経済,1,PDF,日本語,26
274,2014,内閣府,企業・家計・経済,1,HTML,日本語,27
275,2014,内閣府,企業・家計・経済,1,PDF,日本語,85
275,2014,内閣府,企業・家計・経済,1,HTML,日本語,35
276,2014,内閣府,企業・家計・経済,1,PDF,日本語,96
276,2014,内閣府,企業・家計・経済,1,HTML,日本語,32
277,2014,内閣府,企業・家計・経済,1,HTML,日本語,33
277,2014,内閣府,企業・家計・経済,1,PDF,日本語,145
278,2014,内閣府,企業・家計・経済,1,PDF,日本語,27
278,2014,内閣府,企業・家計・経済,1,HTML,日本語,41
279,2014,内閣府,企業・家計・経済,1,HTML,日本語,38
279,2014,内閣府,企業・家計・経済,1,PDF,日本語,30
280,2014,内閣府,企業・家計・経済,1,HTML,日本語,89
280,2014,内閣府,企業・家計・経済,1,PDF,日本語,44
281,2014,内閣府,企業・家計・経済,1,PDF,日本語,35
281,2014,内閣府,企業・家計・経済,1,HTML,日本語,58
282,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
283,2014,内閣府,企業・家計・経済,1,PDF,日本語,2
284,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
285,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
286,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
287,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
288,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
289,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
290,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
291,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
292,2014,内閣府,企業・家計・経済,1,PDF,日本語,26
292,2014,内閣府,企業・家計・経済,1,HTML,日本語,72
293,2014,内閣府,企業・家計・経済,1,HTML,日本語,121
294,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
295,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
296,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
297,2014,内閣府,企業・家計・経済,1,PDF,日本語,1
298,2014,内閣府,企業・家計・経済,1,HTML,日本語,1
299,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,191
299,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,日本語,47
299,2014,内閣府,教育・文化・スポーツ・生活,1,CSV,日本語,127
300,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,13
300,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,日本語,13
301,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,英語,15
301,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,英語,1
302,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,200
303,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,日本語,13
303,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,15
304,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,英語,6
304,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,英語,1
305,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,日本語,22
305,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,184
305,2014,内閣府,教育・文化・スポーツ・生活,1,CSV,日本語,161
306,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,18
306,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,日本語,6
307,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,英語,6
307,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,英語,1
308,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,147
308,2014,内閣府,教育・文化・スポーツ・生活,1,CSV,日本語,63
308,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,日本語,46
309,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,21
309,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,日本語,6
310,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,英語,1
310,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,英語,6
311,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,70
311,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,日本語,23
311,2014,内閣府,教育・文化・スポーツ・生活,1,CSV,日本語,63
312,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,13
312,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,日本語,7
312,2014,内閣府,教育・文化・スポーツ・生活,1,CSV,日本語,6
313,2014,内閣府,教育・文化・スポーツ・生活,1,CSV,日本語,207
313,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,191
314,2014,内閣府,教育・文化・スポーツ・生活,1,CSV,日本語,23
314,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,日本語,8
314,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,2
315,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,133
316,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,日本語,1
317,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,69
317,2014,内閣府,教育・文化・スポーツ・生活,1,PDF,日本語,1
318,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,英語,1
319,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,48
320,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,1
321,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,英語,1
322,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,147
323,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,1
324,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,153
325,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,1
326,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,147
327,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,1
328,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,136
329,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,1
330,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,英語,8
331,2014,内閣府,教育・文化・スポーツ・生活,1,HTML,日本語,83
332,2014,内閣府,行財政,1,HTML,日本語,3
